player|position|injury|practice_status|game_status|team|gamedate|year
Jonathan Stewart |RB|Achilles|Full Participation in Practice|Questionable|Jets|SUNDAY, NOVEMBER 29TH|2009
Brad Hoover |RB|Ankle|Full Participation in Practice|Questionable|Jets|SUNDAY, NOVEMBER 29TH|2009
Kellen Davis |TE|Ankle|Full Participation in Practice|Probable|Bears|SUNDAY, NOVEMBER 29TH|2009
Desmond Clark |TE|Neck|Did Not Participate In Practice|Doubtful|Bears|SUNDAY, NOVEMBER 29TH|2009
Kellen Davis |TE|Ankle|Full Participation in Practice|Probable|Vikings|SUNDAY, NOVEMBER 29TH|2009
Desmond Clark |TE|Neck|Did Not Participate In Practice|Doubtful|Vikings|SUNDAY, NOVEMBER 29TH|2009
Chansi Stuckey |WR|Calf|Full Participation in Practice|Probable|Browns|SUNDAY, NOVEMBER 29TH|2009
Michael Gaines |TE|Back|Full Participation in Practice|Probable|Browns|SUNDAY, NOVEMBER 29TH|2009
Lawrence Vickers |RB|Hamstring|Limited Participation in Practice|Questionable|Browns|SUNDAY, NOVEMBER 29TH|2009
Greg Estandia |TE|Shoulder|Limited Participation in Practice|Questionable|Browns|SUNDAY, NOVEMBER 29TH|2009
Jamal Lewis |RB|Ankle|Limited Participation in Practice|Probable|Browns|SUNDAY, NOVEMBER 29TH|2009
Robert Royal |TE|Thigh, Finger|Limited Participation in Practice|Questionable|Browns|SUNDAY, NOVEMBER 29TH|2009
Chansi Stuckey |WR|Calf|Full Participation in Practice|Probable|Bengals|SUNDAY, NOVEMBER 29TH|2009
Michael Gaines |TE|Back|Full Participation in Practice|Probable|Bengals|SUNDAY, NOVEMBER 29TH|2009
Lawrence Vickers |RB|Hamstring|Limited Participation in Practice|Questionable|Bengals|SUNDAY, NOVEMBER 29TH|2009
Greg Estandia |TE|Shoulder|Limited Participation in Practice|Questionable|Bengals|SUNDAY, NOVEMBER 29TH|2009
Jamal Lewis |RB|Ankle|Limited Participation in Practice|Probable|Bengals|SUNDAY, NOVEMBER 29TH|2009
Robert Royal |TE|Thigh, Finger|Limited Participation in Practice|Questionable|Bengals|SUNDAY, NOVEMBER 29TH|2009
Ricky Williams |RB|Chest|Full Participation in Practice|Probable|Dolphins|SUNDAY, NOVEMBER 29TH|2009
Ricky Williams |RB|Chest|Full Participation in Practice|Probable|Bills|SUNDAY, NOVEMBER 29TH|2009
Antonio Bryant |WR|Knee|Full Participation in Practice|Probable|Buccaneers|SUNDAY, NOVEMBER 29TH|2009
Kellen Winslow |TE|Knee|Full Participation in Practice|Probable|Buccaneers|SUNDAY, NOVEMBER 29TH|2009
Antonio Bryant |WR|Knee|Full Participation in Practice|Probable|Falcons|SUNDAY, NOVEMBER 29TH|2009
Kellen Winslow |TE|Knee|Full Participation in Practice|Probable|Falcons|SUNDAY, NOVEMBER 29TH|2009
Kolby Smith |RB|Ankle|Full Participation in Practice|Probable|Chiefs|SUNDAY, NOVEMBER 29TH|2009
Dantrell Savage |RB|Ankle|Did Not Participate In Practice|Out|Chiefs|SUNDAY, NOVEMBER 29TH|2009
Kolby Smith |RB|Ankle|Full Participation in Practice|Probable|Chargers|SUNDAY, NOVEMBER 29TH|2009
Dantrell Savage |RB|Ankle|Did Not Participate In Practice|Out|Chargers|SUNDAY, NOVEMBER 29TH|2009
Ben Roethlisberger |QB|Head|Full Participation in Practice|Questionable|Steelers|SUNDAY, NOVEMBER 29TH|2009
Willie Parker |RB|Hip|Full Participation in Practice|Probable|Steelers|SUNDAY, NOVEMBER 29TH|2009
Charlie Batch |QB|left Wrist|Did Not Participate In Practice|Out|Steelers|SUNDAY, NOVEMBER 29TH|2009
Hines Ward |WR||Did Not Participate In Practice||Steelers|SUNDAY, NOVEMBER 29TH|2009
Ben Roethlisberger |QB|Head|Full Participation in Practice|Questionable|Ravens|SUNDAY, NOVEMBER 29TH|2009
Willie Parker |RB|Hip|Full Participation in Practice|Probable|Ravens|SUNDAY, NOVEMBER 29TH|2009
Charlie Batch |QB|left Wrist|Did Not Participate In Practice|Out|Ravens|SUNDAY, NOVEMBER 29TH|2009
Hines Ward |WR||Did Not Participate In Practice||Ravens|SUNDAY, NOVEMBER 29TH|2009
Mike Sims-Walker |WR|Knee|Full Participation in Practice|Probable|Jaguars|SUNDAY, NOVEMBER 29TH|2009
Maurice Jones-Drew |RB|Knee|Full Participation in Practice|Probable|Jaguars|SUNDAY, NOVEMBER 29TH|2009
Mike Sims-Walker |WR|Knee|Full Participation in Practice|Probable|Niners|SUNDAY, NOVEMBER 29TH|2009
Maurice Jones-Drew |RB|Knee|Full Participation in Practice|Probable|Niners|SUNDAY, NOVEMBER 29TH|2009
Julius Jones |RB|Chest|Limited Participation in Practice|Questionable|Seahawks|SUNDAY, NOVEMBER 29TH|2009
Julius Jones |RB|Chest|Limited Participation in Practice|Questionable|Rams|SUNDAY, NOVEMBER 29TH|2009
Clinton Portis |RB|Concussion||Out|Redskins|SUNDAY, NOVEMBER 29TH|2009
Mike Sellers |RB|Hamstring|Limited Participation in Practice|Questionable|Redskins|SUNDAY, NOVEMBER 29TH|2009
Chris Cooley |TE|Ankle||Out|Redskins|SUNDAY, NOVEMBER 29TH|2009
Todd Yoder |TE|Foot|Limited Participation in Practice|Questionable|Redskins|SUNDAY, NOVEMBER 29TH|2009
Clinton Portis |RB|Concussion||Out|Eagles|SUNDAY, NOVEMBER 29TH|2009
Mike Sellers |RB|Hamstring|Limited Participation in Practice|Questionable|Eagles|SUNDAY, NOVEMBER 29TH|2009
Chris Cooley |TE|Ankle||Out|Eagles|SUNDAY, NOVEMBER 29TH|2009
Todd Yoder |TE|Foot|Limited Participation in Practice|Questionable|Eagles|SUNDAY, NOVEMBER 29TH|2009
Fred Taylor |RB|Ankle|Did Not Participate In Practice|Out|Patriots|SUNDAY, NOVEMBER 29TH|2009
Benjamin Watson |TE|Knee|Full Participation in Practice|Probable|Patriots|SUNDAY, NOVEMBER 29TH|2009
Tom Brady |QB|right Shoulder|Full Participation in Practice|Probable|Patriots|SUNDAY, NOVEMBER 29TH|2009
Sam Aiken |WR|Hip|Limited Participation in Practice|Questionable|Patriots|SUNDAY, NOVEMBER 29TH|2009
Julian Edelman |WR|Forearm|Limited Participation in Practice|Questionable|Patriots|SUNDAY, NOVEMBER 29TH|2009
Sammy Morris |RB|Knee|Limited Participation in Practice|Questionable|Patriots|SUNDAY, NOVEMBER 29TH|2009
Chris Baker |TE|Shoulder|Limited Participation in Practice|Questionable|Patriots|SUNDAY, NOVEMBER 29TH|2009
Fred Taylor |RB|Ankle|Did Not Participate In Practice|Out|Saints|SUNDAY, NOVEMBER 29TH|2009
Benjamin Watson |TE|Knee|Full Participation in Practice|Probable|Saints|SUNDAY, NOVEMBER 29TH|2009
Tom Brady |QB|right Shoulder|Full Participation in Practice|Probable|Saints|SUNDAY, NOVEMBER 29TH|2009
Sam Aiken |WR|Hip|Limited Participation in Practice|Questionable|Saints|SUNDAY, NOVEMBER 29TH|2009
Julian Edelman |WR|Forearm|Limited Participation in Practice|Questionable|Saints|SUNDAY, NOVEMBER 29TH|2009
Sammy Morris |RB|Knee|Limited Participation in Practice|Questionable|Saints|SUNDAY, NOVEMBER 29TH|2009
Chris Baker |TE|Shoulder|Limited Participation in Practice|Questionable|Saints|SUNDAY, NOVEMBER 29TH|2009
Fred Taylor |RB|Ankle|Did Not Participate In Practice|Out|Patriots|MONDAY, NOVEMBER 30TH|2009
Benjamin Watson |TE|Knee|Full Participation in Practice|Probable|Patriots|MONDAY, NOVEMBER 30TH|2009
Tom Brady |QB|right Shoulder|Full Participation in Practice|Probable|Patriots|MONDAY, NOVEMBER 30TH|2009
Sam Aiken |WR|Hip|Limited Participation in Practice|Questionable|Patriots|MONDAY, NOVEMBER 30TH|2009
Julian Edelman |WR|Forearm|Limited Participation in Practice|Questionable|Patriots|MONDAY, NOVEMBER 30TH|2009
Sammy Morris |RB|Knee|Limited Participation in Practice|Questionable|Patriots|MONDAY, NOVEMBER 30TH|2009
Chris Baker |TE|Shoulder|Limited Participation in Practice|Questionable|Patriots|MONDAY, NOVEMBER 30TH|2009
Fred Taylor |RB|Ankle|Did Not Participate In Practice|Out|Saints|MONDAY, NOVEMBER 30TH|2009
Benjamin Watson |TE|Knee|Full Participation in Practice|Probable|Saints|MONDAY, NOVEMBER 30TH|2009
Tom Brady |QB|right Shoulder|Full Participation in Practice|Probable|Saints|MONDAY, NOVEMBER 30TH|2009
Sam Aiken |WR|Hip|Limited Participation in Practice|Questionable|Saints|MONDAY, NOVEMBER 30TH|2009
Julian Edelman |WR|Forearm|Limited Participation in Practice|Questionable|Saints|MONDAY, NOVEMBER 30TH|2009
Sammy Morris |RB|Knee|Limited Participation in Practice|Questionable|Saints|MONDAY, NOVEMBER 30TH|2009
Chris Baker |TE|Shoulder|Limited Participation in Practice|Questionable|Saints|MONDAY, NOVEMBER 30TH|2009
Mark Sanchez |QB|Knee|Full Participation in Practice|Probable|Jets|THURSDAY, DECEMBER 3RD|2009
Mark Sanchez |QB|Knee|Full Participation in Practice|Probable|Bills|THURSDAY, DECEMBER 3RD|2009
Jeremy Maclin |WR|Foot|Full Participation in Practice|Probable|Eagles|THURSDAY, DECEMBER 3RD|2009
Brent Celek |TE|Thumb|Full Participation in Practice|Probable|Eagles|THURSDAY, DECEMBER 3RD|2009
Kevin Curtis |WR|Knee||Out|Eagles|THURSDAY, DECEMBER 3RD|2009
Jason Avant |WR|Hamstring|Full Participation in Practice|Probable|Eagles|THURSDAY, DECEMBER 3RD|2009
DeSean Jackson |WR|Concussion|Did Not Participate In Practice|Out|Eagles|THURSDAY, DECEMBER 3RD|2009
Brian Westbrook |RB|Concussion||Out|Eagles|THURSDAY, DECEMBER 3RD|2009
Jeremy Maclin |WR|Foot|Full Participation in Practice|Probable|Falcons|THURSDAY, DECEMBER 3RD|2009
Brent Celek |TE|Thumb|Full Participation in Practice|Probable|Falcons|THURSDAY, DECEMBER 3RD|2009
Kevin Curtis |WR|Knee||Out|Falcons|THURSDAY, DECEMBER 3RD|2009
Jason Avant |WR|Hamstring|Full Participation in Practice|Probable|Falcons|THURSDAY, DECEMBER 3RD|2009
DeSean Jackson |WR|Concussion|Did Not Participate In Practice|Out|Falcons|THURSDAY, DECEMBER 3RD|2009
Brian Westbrook |RB|Concussion||Out|Falcons|THURSDAY, DECEMBER 3RD|2009
Fred Taylor |RB|Ankle|Limited Participation in Practice|Doubtful|Patriots|THURSDAY, DECEMBER 3RD|2009
Benjamin Watson |TE|Knee|Full Participation in Practice|Probable|Patriots|THURSDAY, DECEMBER 3RD|2009
Tom Brady |QB|right Shoulder, Finger|Full Participation in Practice|Probable|Patriots|THURSDAY, DECEMBER 3RD|2009
Sam Aiken |WR||Limited Participation in Practice||Patriots|THURSDAY, DECEMBER 3RD|2009
Julian Edelman |WR|Forearm|Limited Participation in Practice|Questionable|Patriots|THURSDAY, DECEMBER 3RD|2009
Sammy Morris |RB|Knee|Limited Participation in Practice|Questionable|Patriots|THURSDAY, DECEMBER 3RD|2009
Chris Baker |TE|Shoulder|Limited Participation in Practice|Questionable|Patriots|THURSDAY, DECEMBER 3RD|2009
Fred Taylor |RB|Ankle|Limited Participation in Practice|Doubtful|Dolphins|THURSDAY, DECEMBER 3RD|2009
Benjamin Watson |TE|Knee|Full Participation in Practice|Probable|Dolphins|THURSDAY, DECEMBER 3RD|2009
Tom Brady |QB|right Shoulder, Finger|Full Participation in Practice|Probable|Dolphins|THURSDAY, DECEMBER 3RD|2009
Sam Aiken |WR||Limited Participation in Practice||Dolphins|THURSDAY, DECEMBER 3RD|2009
Julian Edelman |WR|Forearm|Limited Participation in Practice|Questionable|Dolphins|THURSDAY, DECEMBER 3RD|2009
Sammy Morris |RB|Knee|Limited Participation in Practice|Questionable|Dolphins|THURSDAY, DECEMBER 3RD|2009
Chris Baker |TE|Shoulder|Limited Participation in Practice|Questionable|Dolphins|THURSDAY, DECEMBER 3RD|2009
Eddie Royal |WR|Thigh|Full Participation in Practice|Probable|Broncos|THURSDAY, DECEMBER 3RD|2009
LaMont Jordan |RB|Back|Full Participation in Practice|Probable|Broncos|THURSDAY, DECEMBER 3RD|2009
Kyle Orton |QB|Ankle|Full Participation in Practice|Probable|Broncos|THURSDAY, DECEMBER 3RD|2009
Eddie Royal |WR|Thigh|Full Participation in Practice|Probable|Chiefs|THURSDAY, DECEMBER 3RD|2009
LaMont Jordan |RB|Back|Full Participation in Practice|Probable|Chiefs|THURSDAY, DECEMBER 3RD|2009
Kyle Orton |QB|Ankle|Full Participation in Practice|Probable|Chiefs|THURSDAY, DECEMBER 3RD|2009
Tony Romo |QB|Back|Full Participation in Practice|Probable|Cowboys|THURSDAY, DECEMBER 3RD|2009
Jason Witten |TE|Foot|Full Participation in Practice|Probable|Cowboys|THURSDAY, DECEMBER 3RD|2009
Tony Romo |QB|Back|Full Participation in Practice|Probable|Giants|THURSDAY, DECEMBER 3RD|2009
Jason Witten |TE|Foot|Full Participation in Practice|Probable|Giants|THURSDAY, DECEMBER 3RD|2009
Steve Slaton |RB|Neck|Did Not Participate In Practice|Questionable|Texans|THURSDAY, DECEMBER 3RD|2009
Steve Slaton |RB|Neck|Did Not Participate In Practice|Questionable|Jaguars|THURSDAY, DECEMBER 3RD|2009
Adrian Peterson |RB|Ankle|Full Participation in Practice|Probable|Vikings|THURSDAY, DECEMBER 3RD|2009
Chester Taylor |RB|Ribs|Limited Participation in Practice|Questionable|Vikings|THURSDAY, DECEMBER 3RD|2009
Bernard Berrian |WR|Hamstring|Full Participation in Practice|Probable|Vikings|THURSDAY, DECEMBER 3RD|2009
Visanthe Shiancoe |TE|Ribs|Limited Participation in Practice|Questionable|Vikings|THURSDAY, DECEMBER 3RD|2009
Naufahu Tahi |RB|Ankle|Full Participation in Practice|Probable|Vikings|THURSDAY, DECEMBER 3RD|2009
Adrian Peterson |RB|Ankle|Full Participation in Practice|Probable|Cardinals|THURSDAY, DECEMBER 3RD|2009
Chester Taylor |RB|Ribs|Limited Participation in Practice|Questionable|Cardinals|THURSDAY, DECEMBER 3RD|2009
Bernard Berrian |WR|Hamstring|Full Participation in Practice|Probable|Cardinals|THURSDAY, DECEMBER 3RD|2009
Visanthe Shiancoe |TE|Ribs|Limited Participation in Practice|Questionable|Cardinals|THURSDAY, DECEMBER 3RD|2009
Naufahu Tahi |RB|Ankle|Full Participation in Practice|Probable|Cardinals|THURSDAY, DECEMBER 3RD|2009
Steven Jackson |RB|Back|Did Not Participate In Practice|Questionable|Rams|THURSDAY, DECEMBER 3RD|2009
Marc Bulger |QB|Knee||Out|Rams|THURSDAY, DECEMBER 3RD|2009
Mike Karney |RB|Neck|Did Not Participate In Practice|Out|Rams|THURSDAY, DECEMBER 3RD|2009
Steven Jackson |RB|Back|Did Not Participate In Practice|Questionable|Bears|THURSDAY, DECEMBER 3RD|2009
Marc Bulger |QB|Knee||Out|Bears|THURSDAY, DECEMBER 3RD|2009
Mike Karney |RB|Neck|Did Not Participate In Practice|Out|Bears|THURSDAY, DECEMBER 3RD|2009
Mike Bell |RB|Knee, Neck|Limited Participation in Practice|Probable|Saints|THURSDAY, DECEMBER 3RD|2009
Jeremy Shockey |TE|Elbow|Limited Participation in Practice|Probable|Saints|THURSDAY, DECEMBER 3RD|2009
Reggie Bush |RB|Knee|Limited Participation in Practice|Questionable|Saints|THURSDAY, DECEMBER 3RD|2009
Pierre Thomas |RB|Wrist|Limited Participation in Practice|Probable|Saints|THURSDAY, DECEMBER 3RD|2009
Lynell Hamilton |RB|Shoulder|Limited Participation in Practice|Probable|Saints|THURSDAY, DECEMBER 3RD|2009
Lance Moore |WR|Ankle, Hamstring|Did Not Participate In Practice|Out|Saints|THURSDAY, DECEMBER 3RD|2009
Mike Bell |RB|Knee, Neck|Limited Participation in Practice|Probable|Redskins|THURSDAY, DECEMBER 3RD|2009
Jeremy Shockey |TE|Elbow|Limited Participation in Practice|Probable|Redskins|THURSDAY, DECEMBER 3RD|2009
Reggie Bush |RB|Knee|Limited Participation in Practice|Questionable|Redskins|THURSDAY, DECEMBER 3RD|2009
Pierre Thomas |RB|Wrist|Limited Participation in Practice|Probable|Redskins|THURSDAY, DECEMBER 3RD|2009
Lynell Hamilton |RB|Shoulder|Limited Participation in Practice|Probable|Redskins|THURSDAY, DECEMBER 3RD|2009
Lance Moore |WR|Ankle, Hamstring|Did Not Participate In Practice|Out|Redskins|THURSDAY, DECEMBER 3RD|2009
Nick Miller |WR|Shin|Did Not Participate In Practice|Out|Raiders|THURSDAY, DECEMBER 3RD|2009
Justin Fargas |RB|Neck|Full Participation in Practice|Probable|Raiders|THURSDAY, DECEMBER 3RD|2009
Nick Miller |WR|Shin|Did Not Participate In Practice|Out|Steelers|THURSDAY, DECEMBER 3RD|2009
Justin Fargas |RB|Neck|Full Participation in Practice|Probable|Steelers|THURSDAY, DECEMBER 3RD|2009
Matthew Stafford |QB|left Shoulder|Full Participation in Practice|Probable|Lions|THURSDAY, DECEMBER 3RD|2009
Eric Fowler |WR|Knee|Did Not Participate In Practice|Out|Lions|THURSDAY, DECEMBER 3RD|2009
Calvin Johnson |WR|Knee|Full Participation in Practice|Probable|Lions|THURSDAY, DECEMBER 3RD|2009
Matthew Stafford |QB|left Shoulder|Full Participation in Practice|Probable|Bengals|THURSDAY, DECEMBER 3RD|2009
Eric Fowler |WR|Knee|Did Not Participate In Practice|Out|Bengals|THURSDAY, DECEMBER 3RD|2009
Calvin Johnson |WR|Knee|Full Participation in Practice|Probable|Bengals|THURSDAY, DECEMBER 3RD|2009
Justin Gage |WR|Back|Full Participation in Practice|Questionable|Titans|THURSDAY, DECEMBER 3RD|2009
Justin Gage |WR|Back|Full Participation in Practice|Questionable|Colts|THURSDAY, DECEMBER 3RD|2009
Kellen Winslow |TE|Knee|Full Participation in Practice|Probable|Buccaneers|THURSDAY, DECEMBER 3RD|2009
Clifton Smith |RB|Knee|Did Not Participate In Practice|Questionable|Buccaneers|THURSDAY, DECEMBER 3RD|2009
Michael Clayton |WR|Knee|Did Not Participate In Practice|Out|Buccaneers|THURSDAY, DECEMBER 3RD|2009
Maurice Stovall |WR|Thigh|Full Participation in Practice|Probable|Buccaneers|THURSDAY, DECEMBER 3RD|2009
Cadillac Williams |RB||Limited Participation in Practice||Buccaneers|THURSDAY, DECEMBER 3RD|2009
Kellen Winslow |TE|Knee|Full Participation in Practice|Probable|Panthers|THURSDAY, DECEMBER 3RD|2009
Clifton Smith |RB|Knee|Did Not Participate In Practice|Questionable|Panthers|THURSDAY, DECEMBER 3RD|2009
Michael Clayton |WR|Knee|Did Not Participate In Practice|Out|Panthers|THURSDAY, DECEMBER 3RD|2009
Maurice Stovall |WR|Thigh|Full Participation in Practice|Probable|Panthers|THURSDAY, DECEMBER 3RD|2009
Cadillac Williams |RB||Limited Participation in Practice||Panthers|THURSDAY, DECEMBER 3RD|2009
Brandon Jones |WR|Thumb|Full Participation in Practice|Probable|Niners|THURSDAY, DECEMBER 3RD|2009
Isaac Bruce |WR|Ankle|Did Not Participate In Practice|Questionable|Niners|THURSDAY, DECEMBER 3RD|2009
Michael Robinson |RB|Shoulder|Full Participation in Practice|Probable|Niners|THURSDAY, DECEMBER 3RD|2009
Arnaz Battle |WR|Ankle|Full Participation in Practice|Probable|Niners|THURSDAY, DECEMBER 3RD|2009
Brandon Jones |WR|Thumb|Full Participation in Practice|Probable|Seahawks|THURSDAY, DECEMBER 3RD|2009
Isaac Bruce |WR|Ankle|Did Not Participate In Practice|Questionable|Seahawks|THURSDAY, DECEMBER 3RD|2009
Michael Robinson |RB|Shoulder|Full Participation in Practice|Probable|Seahawks|THURSDAY, DECEMBER 3RD|2009
Arnaz Battle |WR|Ankle|Full Participation in Practice|Probable|Seahawks|THURSDAY, DECEMBER 3RD|2009
Mike Tolbert |RB|Not Injury Related|Did Not Participate In Practice|Probable|Chargers|THURSDAY, DECEMBER 3RD|2009
Jacob Hester |RB|Knee|Full Participation in Practice|Probable|Chargers|THURSDAY, DECEMBER 3RD|2009
Mike Tolbert |RB|Not Injury Related|Did Not Participate In Practice|Probable|Browns|THURSDAY, DECEMBER 3RD|2009
Jacob Hester |RB|Knee|Full Participation in Practice|Probable|Browns|THURSDAY, DECEMBER 3RD|2009
Kelley Washington |WR|Illness|Full Participation in Practice|Probable|Ravens|THURSDAY, DECEMBER 3RD|2009
Le'Ron McClain |RB|Chest|Full Participation in Practice|Probable|Ravens|THURSDAY, DECEMBER 3RD|2009
L.J. Smith |TE|Ankle|Did Not Participate In Practice|Doubtful|Ravens|THURSDAY, DECEMBER 3RD|2009
Demetrius Williams |WR|Illness|Full Participation in Practice|Probable|Ravens|THURSDAY, DECEMBER 3RD|2009
Joe Flacco |QB|Ankle|Full Participation in Practice|Probable|Ravens|THURSDAY, DECEMBER 3RD|2009
Kelley Washington |WR|Illness|Full Participation in Practice|Probable|Packers|THURSDAY, DECEMBER 3RD|2009
Le'Ron McClain |RB|Chest|Full Participation in Practice|Probable|Packers|THURSDAY, DECEMBER 3RD|2009
L.J. Smith |TE|Ankle|Did Not Participate In Practice|Doubtful|Packers|THURSDAY, DECEMBER 3RD|2009
Demetrius Williams |WR|Illness|Full Participation in Practice|Probable|Packers|THURSDAY, DECEMBER 3RD|2009
Joe Flacco |QB|Ankle|Full Participation in Practice|Probable|Packers|THURSDAY, DECEMBER 3RD|2009
Jeremy Maclin |WR|Foot|Full Participation in Practice|Probable|Eagles|SUNDAY, DECEMBER 6TH|2009
Brent Celek |TE|Thumb|Full Participation in Practice|Probable|Eagles|SUNDAY, DECEMBER 6TH|2009
Kevin Curtis |WR|Knee||Out|Eagles|SUNDAY, DECEMBER 6TH|2009
Jason Avant |WR|Hamstring|Full Participation in Practice|Probable|Eagles|SUNDAY, DECEMBER 6TH|2009
DeSean Jackson |WR|Concussion|Did Not Participate In Practice|Out|Eagles|SUNDAY, DECEMBER 6TH|2009
Brian Westbrook |RB|Concussion||Out|Eagles|SUNDAY, DECEMBER 6TH|2009
Jeremy Maclin |WR|Foot|Full Participation in Practice|Probable|Falcons|SUNDAY, DECEMBER 6TH|2009
Brent Celek |TE|Thumb|Full Participation in Practice|Probable|Falcons|SUNDAY, DECEMBER 6TH|2009
Kevin Curtis |WR|Knee||Out|Falcons|SUNDAY, DECEMBER 6TH|2009
Jason Avant |WR|Hamstring|Full Participation in Practice|Probable|Falcons|SUNDAY, DECEMBER 6TH|2009
DeSean Jackson |WR|Concussion|Did Not Participate In Practice|Out|Falcons|SUNDAY, DECEMBER 6TH|2009
Brian Westbrook |RB|Concussion||Out|Falcons|SUNDAY, DECEMBER 6TH|2009
Fred Taylor |RB|Ankle|Limited Participation in Practice|Doubtful|Patriots|SUNDAY, DECEMBER 6TH|2009
Benjamin Watson |TE|Knee|Full Participation in Practice|Probable|Patriots|SUNDAY, DECEMBER 6TH|2009
Tom Brady |QB|right Shoulder, Finger|Full Participation in Practice|Probable|Patriots|SUNDAY, DECEMBER 6TH|2009
Sam Aiken |WR||Limited Participation in Practice||Patriots|SUNDAY, DECEMBER 6TH|2009
Julian Edelman |WR|Forearm|Limited Participation in Practice|Questionable|Patriots|SUNDAY, DECEMBER 6TH|2009
Sammy Morris |RB|Knee|Limited Participation in Practice|Questionable|Patriots|SUNDAY, DECEMBER 6TH|2009
Chris Baker |TE|Shoulder|Limited Participation in Practice|Questionable|Patriots|SUNDAY, DECEMBER 6TH|2009
